hospital_id;device_id;utilization_date;amount;name;creation_date;title;category;department_id;extra_info
235;105;12/06/2024;1101;Oconnell Ltd;26/01/2015;Ortopedia;Esterilização;3880;Calibração pendente
468;103;03/11/2025;4640;Richard, Turner and Golden;22/06/2018;Cardiologia;Diagnóstico;3184;Software v4.2
228;108;11/04/2022;1827;Cole-Norton;11/03/2013;Radiologia;Sutura Mecânica;1320;Ala Norte
414;107;27/05/2024;4040;Walker-Vasquez;26/11/2020;Cuidados Intensivos;Desfibrilhação;2877;Manutenção efetuada
137;103;07/02/2023;4157;Willis and Sons;25/10/2014;Neurologia;Diagnóstico;1162;Manutenção efetuada
454;107;02/06/2023;1668;Deleon PLC;16/07/2017;Urgências;Desfibrilhação;2191;Uso Urgente
139;106;24/12/2022;3549;Bradley, Bernard and Castro;19/05/2014;Ortopedia;Infusão;3881;Equipamento Novo
41;101;01/01/2020;2599;Scott PLC;14/02/2012;Radiologia;Monitorização;3167;Uso Urgente
307;101;18/11/2025;2054;Campbell, Castillo and Pearson;09/10/2023;Oncologia;Monitorização;3882;Software v4.2
300;103;20/09/2025;3123;Vincent-Jackson;05/10/2018;Oncologia;Diagnóstico;3883;Piso 1
13;103;16/06/2022;2205;White, Mahoney and Merritt;02/08/2019;Bloco Operatório;Diagnóstico;3884;Ala Norte
156;104;17/02/2022;3854;Martinez PLC;14/06/2019;Bloco Operatório;Imagiologia;1340;Piso 1
97;107;27/01/2025;982;Simmons Inc;08/08/2018;Ginecologia;Desfibrilhação;3636;Calibração pendente
182;106;23/04/2021;4091;Williams Group;03/10/2014;Pediatria;Infusão;3885;Ala Norte
308;103;18/03/2022;3381;Richardson Ltd;15/12/2014;Neurologia;Diagnóstico;1509;Sala 302
150;104;04/08/2025;3831;Richards, Wagner and Craig;16/04/2019;Radiologia;Imagiologia;3886;Uso Urgente
97;105;25/05/2021;4368;Simmons Inc;29/06/2017;Cardiologia;Esterilização;1506;Software v4.2
66;105;09/02/2023;353;Schultz-Sloan;14/10/2017;Cardiologia;Esterilização;3887;Manutenção efetuada
350;101;22/03/2024;329;Chandler-Jenkins;19/07/2017;Cuidados Intensivos;Monitorização;3888;Ala Norte
167;108;27/05/2025;3735;Gomez, Cooley and Faulkner;15/01/2020;Ortopedia;Sutura Mecânica;3889;Manutenção efetuada
463;108;14/11/2022;3464;Jones Inc;27/03/2021;Bloco Operatório;Sutura Mecânica;3890;Ala Norte
18;106;05/01/2020;4958;Torres, Fry and Wilson;21/01/2010;Cardiologia;Infusão;3891;Ala Norte
18;105;05/01/2020;4958;Torres, Fry and Wilson;23/01/2017;Bloco Operatório;Esterilização;2748;Ala Norte
433;103;17/09/2023;814;Floyd Group;12/07/2022;Cardiologia;Diagnóstico;3264;Ala Norte
237;102;05/10/2020;3829;Chandler Group;12/05/2018;Pediatria;Ventilação;3892;Uso Urgente
19;103;26/06/2020;3486;Johnson Inc;14/05/2011;Cuidados Intensivos;Diagnóstico;2002;Ala Norte
406;101;20/02/2024;4819;Bass, Parker and Rivera;22/02/2017;Ortopedia;Monitorização;3893;Equipamento Novo
459;101;22/11/2023;1797;Jones-Rivera;30/11/2017;Neurologia;Monitorização;2254;Manutenção efetuada
459;105;22/11/2023;1797;Jones-Rivera;19/09/2019;Radiologia;Esterilização;3894;Piso 1
459;105;22/11/2023;1797;Jones-Rivera;20/11/2018;Ginecologia;Esterilização;2256;Sala 302
70;108;01/11/2020;222;Long-Russell;21/04/2013;Ortopedia;Sutura Mecânica;3699;Manutenção efetuada
265;106;03/09/2022;1653;Perry-Willis;09/01/2019;Cuidados Intensivos;Infusão;1570;Uso Urgente
125;105;27/01/2026;3833;Reed PLC;02/05/2024;Neurologia;Esterilização;3895;Manutenção efetuada
6;106;12/06/2024;2088;Russell LLC;06/01/2019;Pediatria;Infusão;1005;Uso Urgente
348;108;07/03/2025;3538;Jones Group;29/04/2017;Cardiologia;Sutura Mecânica;1941;Calibração pendente
63;104;19/01/2025;4048;Moore, Brady and Scott;29/01/2019;Oncologia;Imagiologia;2028;Equipamento Novo
321;103;20/09/2025;2961;Lambert-Baker;02/09/2019;Bloco Operatório;Diagnóstico;3752;Software v4.2
131;105;03/03/2025;2448;Bailey-Warren;24/11/2016;Cardiologia;Esterilização;3896;Calibração pendente
48;104;04/06/2020;4318;Park PLC;07/05/2016;Cardiologia;Imagiologia;3897;Piso 1
19;107;03/07/2021;1052;Johnson Inc;28/02/2015;Bloco Operatório;Desfibrilhação;3819;Sala 302
301;104;12/02/2026;3369;Garcia-Elliott;29/09/2019;Bloco Operatório;Imagiologia;1854;Ala Norte
67;103;25/12/2020;3949;Scott and Sons;11/07/2011;Neurologia;Diagnóstico;3032;Sala 302
59;104;15/10/2024;1223;Thornton-Smith;16/11/2016;Neurologia;Imagiologia;1065;Uso Urgente
103;103;05/03/2020;4597;Brown Group;13/05/2014;Bloco Operatório;Diagnóstico;2240;Ala Norte
460;102;18/12/2024;3201;Park, Higgins and Reynolds;13/11/2020;Cardiologia;Ventilação;2429;Piso 1
323;106;21/02/2025;2412;Lopez, Lin and Newman;12/04/2019;Oncologia;Infusão;3898;Piso 1
461;103;07/05/2025;434;Cruz, Mitchell and Williams;27/06/2019;Urgências;Diagnóstico;2264;Sala 302
349;101;24/05/2023;3488;Carpenter, Hays and Smith;20/09/2018;Ortopedia;Monitorização;3899;Calibração pendente
243;108;07/05/2025;1072;Preston, Whitehead and Garcia;09/12/2020;Pediatria;Sutura Mecânica;2334;Equipamento Novo
322;105;13/02/2025;3885;Francis-Turner;04/07/2023;Urgências;Esterilização;3900;Calibração pendente
79;102;27/02/2023;2455;Jones PLC;14/12/2020;Cuidados Intensivos;Ventilação;1771;Sala 302
190;104;17/09/2020;2312;Frye, Lewis and Wilson;14/12/2012;Ortopedia;Imagiologia;3901;Equipamento Novo
190;107;17/09/2020;2312;Frye, Lewis and Wilson;05/06/2015;Ortopedia;Desfibrilhação;3901;Software v4.2
279;104;14/02/2020;4859;Vasquez PLC;25/05/2018;Urgências;Imagiologia;3902;Manutenção efetuada
364;108;27/06/2021;1170;Hall, Weaver and Edwards;16/01/2012;Ortopedia;Sutura Mecânica;3903;Manutenção efetuada
449;104;13/10/2022;1663;Smith-Espinoza;09/05/2014;Cuidados Intensivos;Imagiologia;3278;Manutenção efetuada
338;107;04/09/2022;1868;Chan, Martin and Clark;14/01/2016;Pediatria;Desfibrilhação;3904;Calibração pendente
252;104;27/02/2022;2957;Rodriguez Ltd;20/10/2013;Ortopedia;Imagiologia;1730;Uso Urgente
347;101;02/11/2022;689;Stevens-Padilla;01/06/2015;Ortopedia;Monitorização;2636;Ala Norte
182;101;13/02/2022;4667;Williams Group;15/01/2020;Urgências;Monitorização;3905;Sala 302
133;108;08/07/2020;4581;Davis Inc;10/07/2016;Cardiologia;Sutura Mecânica;3906;Equipamento Novo
19;108;19/03/2024;2931;Johnson Inc;04/07/2019;Neurologia;Sutura Mecânica;3747;Uso Urgente
234;101;15/04/2021;1182;Bright-Jenkins;09/03/2013;Ginecologia;Monitorização;1330;Piso 1
54;102;15/07/2024;1272;Mcfarland, Norris and Wilson;15/02/2020;Oncologia;Ventilação;1057;Calibração pendente
360;108;23/08/2025;4354;Thomas, Crane and Gray;22/07/2020;Ortopedia;Sutura Mecânica;3907;Manutenção efetuada
295;104;20/05/2023;548;Clark-Morris;05/04/2022;Radiologia;Imagiologia;1472;Manutenção efetuada
18;108;15/06/2025;1954;Torres, Fry and Wilson;19/06/2022;Cuidados Intensivos;Sutura Mecânica;1154;Piso 1
18;103;15/06/2025;1954;Torres, Fry and Wilson;04/03/2022;Urgências;Diagnóstico;3090;Software v4.2
88;104;09/10/2025;1125;Smith-Williams;04/11/2021;Cuidados Intensivos;Imagiologia;3908;Uso Urgente
150;101;10/05/2025;2413;Richards, Wagner and Craig;25/08/2023;Cardiologia;Monitorização;1183;Equipamento Novo
230;104;09/10/2024;141;Miller Inc;28/04/2019;Oncologia;Imagiologia;3909;Ala Norte
33;102;07/01/2022;1785;Owens-Hood;02/10/2016;Cardiologia;Ventilação;3872;Manutenção efetuada
464;103;08/12/2022;411;Conrad, Hensley and Moore;18/03/2015;Pediatria;Diagnóstico;3910;Sala 302
209;105;20/12/2020;1353;Wright, Smith and Lucas;10/04/2012;Oncologia;Esterilização;3911;Manutenção efetuada
442;103;11/05/2025;2115;Jones-Villa;17/06/2017;Cuidados Intensivos;Diagnóstico;2127;Software v4.2
442;102;11/05/2025;2115;Jones-Villa;24/10/2017;Ginecologia;Ventilação;2910;Calibração pendente
329;103;14/08/2024;1516;Lopez Ltd;30/07/2022;Urgências;Diagnóstico;2167;Ala Norte
391;108;07/12/2021;4357;Riggs-Huff;10/04/2018;Bloco Operatório;Sutura Mecânica;3388;Sala 302
373;108;25/08/2023;259;Anthony-Avila;09/07/2015;Cuidados Intensivos;Sutura Mecânica;1697;Ala Norte
118;102;04/04/2022;411;Thomas Group;15/06/2012;Cuidados Intensivos;Ventilação;3912;Software v4.2
470;104;09/07/2022;1987;Lee Inc;09/02/2013;Neurologia;Imagiologia;3913;Piso 1
408;101;31/01/2020;3660;Clark Group;13/08/2012;Cuidados Intensivos;Monitorização;2106;Equipamento Novo
179;101;23/08/2023;4341;Thomas LLC;21/11/2013;Cardiologia;Monitorização;2103;Software v4.2
114;108;05/03/2021;3845;Russo Group;11/08/2019;Neurologia;Sutura Mecânica;1573;Equipamento Novo
399;102;02/07/2020;1150;Thompson PLC;22/11/2018;Ginecologia;Ventilação;3914;Software v4.2
218;103;25/01/2021;4738;Davidson, Schwartz and Villanueva;14/01/2020;Oncologia;Diagnóstico;1944;Ala Norte
387;103;20/01/2022;1129;Brown-Campbell;30/08/2017;Pediatria;Diagnóstico;1752;Equipamento Novo
56;108;17/06/2020;3808;Hicks Inc;24/09/2013;Ginecologia;Sutura Mecânica;3137;Software v4.2
4;106;04/10/2021;1069;Wilson, Goodwin and Alexander;14/04/2012;Radiologia;Infusão;3915;Calibração pendente
298;107;06/02/2024;4177;Molina Group;17/05/2022;Bloco Operatório;Desfibrilhação;3916;Equipamento Novo
378;106;23/06/2024;2651;Wright Inc;18/06/2021;Radiologia;Infusão;3917;Calibração pendente
378;106;23/06/2024;2651;Wright Inc;13/10/2019;Ortopedia;Infusão;3553;Software v4.2
81;103;14/07/2022;2892;Holmes Group;27/11/2013;Cardiologia;Diagnóstico;3918;Equipamento Novo
284;102;03/01/2021;301;Wallace, Wagner and Conrad;02/01/2017;Bloco Operatório;Ventilação;2550;Manutenção efetuada
259;106;16/10/2024;720;Barrett Ltd;20/04/2016;Ginecologia;Infusão;3582;Ala Norte
465;105;23/09/2020;2481;Mcbride, Fox and Price;24/02/2015;Neurologia;Esterilização;3919;Software v4.2
488;104;18/05/2025;1681;Jacobs-Murray;18/05/2024;Neurologia;Imagiologia;3920;Calibração pendente
309;105;14/05/2022;3776;Parker-Gonzales;03/02/2013;Ginecologia;Esterilização;3921;Software v4.2
264;106;16/06/2022;3458;Scott, Jones and Banks;06/10/2018;Cuidados Intensivos;Infusão;3291;Software v4.2
70;104;06/06/2022;3547;Long-Russell;15/12/2015;Cardiologia;Imagiologia;3922;Sala 302
31;105;26/02/2025;1283;Rivera Inc;13/01/2019;Radiologia;Esterilização;2281;Piso 1
180;101;12/03/2024;3864;Lee, Herman and Ramirez;07/07/2015;Ginecologia;Monitorização;1775;Ala Norte
450;106;24/09/2022;2955;Woods, Jackson and Mclaughlin;06/09/2015;Oncologia;Infusão;3560;Software v4.2
450;104;24/09/2022;2955;Woods, Jackson and Mclaughlin;29/09/2012;Ortopedia;Imagiologia;2521;Sala 302
233;103;07/09/2021;4186;Powell Inc;21/06/2019;Cardiologia;Diagnóstico;1819;Calibração pendente
412;107;24/07/2020;1120;Thomas-Randall;08/07/2018;Pediatria;Desfibrilhação;1868;Uso Urgente
374;103;07/05/2023;123;Jones LLC;22/12/2015;Urgências;Diagnóstico;3218;Uso Urgente
81;107;27/06/2024;507;Holmes Group;22/11/2016;Neurologia;Desfibrilhação;2509;Manutenção efetuada
251;107;19/10/2022;3039;Martin-Wilson;30/05/2016;Neurologia;Desfibrilhação;3923;Ala Norte
274;102;27/09/2025;3010;Chapman, Leon and Aguirre;22/08/2017;Neurologia;Ventilação;3924;Piso 1
410;108;05/05/2022;3420;Griffith-Hernandez;27/02/2018;Oncologia;Sutura Mecânica;3925;Piso 1
150;107;12/04/2023;2921;Richards, Wagner and Craig;02/01/2015;Neurologia;Desfibrilhação;3926;Equipamento Novo
98;103;06/09/2020;407;Haynes, Cowan and Dunn;15/07/2012;Ginecologia;Diagnóstico;1114;Equipamento Novo
49;102;21/12/2020;103;Parker-Schwartz;13/11/2019;Cardiologia;Ventilação;2070;Manutenção efetuada
49;108;28/04/2022;3969;Parker-Schwartz;26/02/2014;Ginecologia;Sutura Mecânica;1483;Equipamento Novo
429;101;06/08/2022;4535;Medina, Brooks and Smith;06/03/2017;Ortopedia;Monitorização;3927;Uso Urgente
439;104;14/10/2022;457;Morris-Smith;19/04/2014;Pediatria;Imagiologia;2091;Manutenção efetuada
439;106;14/10/2022;457;Morris-Smith;04/09/2013;Radiologia;Infusão;3928;Software v4.2
111;103;11/02/2023;464;Lowe-Hayes;27/11/2021;Pediatria;Diagnóstico;3929;Uso Urgente
296;102;25/07/2024;1768;Bush Inc;25/11/2021;Pediatria;Ventilação;3840;Manutenção efetuada
369;106;14/05/2023;1043;Harrison-Griffith;20/11/2021;Radiologia;Infusão;3930;Calibração pendente
297;107;05/12/2020;4205;Williams PLC;21/02/2015;Urgências;Desfibrilhação;2831;Ala Norte
363;103;21/06/2020;4581;Cunningham and Sons;16/07/2018;Ginecologia;Diagnóstico;3203;Calibração pendente
249;107;25/09/2020;400;Phillips Group;06/05/2013;Pediatria;Desfibrilhação;1354;Ala Norte
249;102;25/09/2020;400;Phillips Group;05/06/2018;Radiologia;Ventilação;2907;Manutenção efetuada
14;108;23/11/2021;3241;Ward PLC;17/06/2018;Oncologia;Sutura Mecânica;3931;Software v4.2
117;106;22/10/2022;546;Mills Ltd;12/10/2014;Pediatria;Infusão;1137;Calibração pendente
117;106;22/10/2022;546;Mills Ltd;25/05/2015;Radiologia;Infusão;3932;Sala 302
145;105;20/08/2022;406;Valentine-Stewart;31/08/2015;Radiologia;Esterilização;1175;Sala 302
331;102;07/12/2021;4330;Austin Ltd;17/02/2013;Neurologia;Ventilação;1574;Calibração pendente
413;108;25/06/2022;1459;Anderson, Kane and George;10/12/2015;Ortopedia;Sutura Mecânica;3933;Sala 302
487;102;15/05/2022;3473;Gray LLC;14/03/2013;Ortopedia;Ventilação;3934;Ala Norte
134;107;07/01/2023;1332;Kim-Pierce;14/04/2015;Ortopedia;Desfibrilhação;3935;Software v4.2
186;106;24/10/2023;1981;Marsh-Morris;09/12/2020;Cuidados Intensivos;Infusão;1392;Sala 302
444;103;13/07/2024;1397;Johnson, Ortega and Murphy;21/08/2014;Ortopedia;Diagnóstico;2133;Piso 1
149;106;03/09/2025;2981;Weaver Inc;09/02/2022;Urgências;Infusão;1180;Software v4.2
436;104;13/01/2026;4145;Thompson, Dunn and Fitzgerald;11/04/2021;Cuidados Intensivos;Imagiologia;3936;Piso 1
19;108;20/08/2023;912;Johnson Inc;20/04/2016;Ginecologia;Sutura Mecânica;1493;Sala 302
18;108;27/01/2026;3331;Torres, Fry and Wilson;31/12/2022;Urgências;Sutura Mecânica;3090;Ala Norte
18;104;27/01/2026;3331;Torres, Fry and Wilson;13/11/2024;Bloco Operatório;Imagiologia;2748;Software v4.2
98;106;15/12/2023;4867;Haynes, Cowan and Dunn;07/10/2019;Oncologia;Infusão;2526;Ala Norte
239;108;25/10/2022;4873;Medina, Smith and Bradford;08/10/2019;Cuidados Intensivos;Sutura Mecânica;1473;Calibração pendente
135;107;01/10/2021;1409;Mendoza, Marshall and Warner;20/07/2015;Cuidados Intensivos;Desfibrilhação;3055;Sala 302
485;103;13/02/2024;3925;Fischer, Miller and Mueller;25/12/2018;Cardiologia;Diagnóstico;3937;Software v4.2
350;104;08/07/2021;4675;Chandler-Jenkins;19/10/2018;Cardiologia;Imagiologia;1969;Ala Norte
415;108;29/01/2023;1118;Martinez, Ellis and Hernandez;23/07/2018;Oncologia;Sutura Mecânica;2727;Manutenção efetuada
53;105;01/02/2024;1283;Morrison PLC;31/08/2018;Oncologia;Esterilização;3938;Ala Norte
205;105;03/04/2020;2784;Rose and Sons;06/12/2012;Radiologia;Esterilização;1282;Sala 302
399;108;27/09/2021;121;Thompson PLC;16/06/2014;Ginecologia;Sutura Mecânica;3914;Ala Norte
269;107;08/07/2021;750;Norton-Carter;09/06/2014;Ginecologia;Desfibrilhação;3081;Sala 302
229;101;27/05/2022;1439;Hansen-Butler;30/06/2015;Cuidados Intensivos;Monitorização;1321;Manutenção efetuada
44;103;07/01/2024;1645;Stewart, Thomas and Goodwin;10/09/2021;Cardiologia;Diagnóstico;3581;Calibração pendente
94;101;14/04/2023;1977;Wilkinson Group;31/08/2013;Radiologia;Monitorização;3939;Sala 302
275;104;08/08/2020;2738;Adams LLC;17/12/2017;Cardiologia;Imagiologia;1977;Equipamento Novo
238;104;13/02/2021;4132;Aguilar Group;30/12/2013;Radiologia;Imagiologia;1706;Calibração pendente
18;107;04/07/2021;3375;Torres, Fry and Wilson;27/05/2018;Bloco Operatório;Desfibrilhação;2748;Calibração pendente
18;101;04/07/2021;3375;Torres, Fry and Wilson;30/12/2011;Radiologia;Monitorização;1153;Manutenção efetuada
436;103;30/01/2026;2186;Thompson, Dunn and Fitzgerald;05/10/2020;Ortopedia;Diagnóstico;3940;Piso 1
39;106;11/09/2024;499;Mora, Rose and Daniels;17/02/2016;Bloco Operatório;Infusão;3076;Equipamento Novo
444;106;26/05/2022;211;Johnson, Ortega and Murphy;05/02/2016;Pediatria;Infusão;3941;Piso 1
175;101;13/07/2023;4743;Martinez Group;14/04/2019;Pediatria;Monitorização;3942;Software v4.2
455;103;25/02/2025;2091;Mayer-Morrow;11/02/2016;Oncologia;Diagnóstico;3943;Uso Urgente
99;108;27/09/2021;3798;Stephens Ltd;19/10/2014;Cuidados Intensivos;Sutura Mecânica;2654;Software v4.2
191;101;04/07/2025;2870;Warner-Gonzalez;04/08/2022;Bloco Operatório;Monitorização;1257;Software v4.2
191;103;04/07/2025;2870;Warner-Gonzalez;26/07/2018;Cardiologia;Diagnóstico;1930;Uso Urgente
184;107;12/04/2023;4376;Smith, Norris and West;03/05/2020;Neurologia;Desfibrilhação;3944;Piso 1
228;104;17/01/2020;964;Cole-Norton;13/04/2012;Cuidados Intensivos;Imagiologia;3356;Piso 1
219;103;31/01/2022;576;Carlson, Pierce and Ross;10/03/2017;Neurologia;Diagnóstico;3074;Sala 302
209;106;11/10/2023;2909;Wright, Smith and Lucas;20/03/2018;Neurologia;Infusão;2479;Manutenção efetuada
19;106;20/09/2020;4539;Johnson Inc;09/05/2015;Oncologia;Infusão;3945;Piso 1
81;106;27/12/2021;1270;Holmes Group;04/06/2017;Bloco Operatório;Infusão;3946;Piso 1
299;101;21/11/2020;2029;Glover-Smith;06/03/2011;Urgências;Monitorização;2525;Manutenção efetuada
473;101;11/02/2022;1776;Gonzales Ltd;29/06/2019;Urgências;Monitorização;3947;Uso Urgente
246;103;07/01/2020;1388;Kane-Griffith;21/05/2011;Bloco Operatório;Diagnóstico;1705;Piso 1
70;107;09/06/2022;1714;Long-Russell;17/12/2020;Cardiologia;Desfibrilhação;3922;Manutenção efetuada
56;105;02/03/2025;4673;Hicks Inc;27/02/2023;Radiologia;Esterilização;2595;Ala Norte
247;102;12/11/2021;3038;Martinez-Wise;09/04/2017;Cardiologia;Ventilação;2072;Uso Urgente
247;102;12/11/2021;3038;Martinez-Wise;17/03/2012;Bloco Operatório;Ventilação;1352;Sala 302
393;105;15/10/2025;4685;Burns-Day;23/02/2019;Bloco Operatório;Esterilização;2379;Ala Norte
122;105;26/03/2024;110;Davis, Terry and Diaz;08/08/2018;Pediatria;Esterilização;2921;Uso Urgente
75;107;26/01/2023;1611;Wright-Martin;05/03/2017;Pediatria;Desfibrilhação;3948;Equipamento Novo
469;108;15/07/2022;4557;Chen, Larson and Carr;08/04/2014;Cardiologia;Sutura Mecânica;3405;Manutenção efetuada
51;108;27/03/2020;2902;Bradley LLC;24/01/2015;Urgências;Sutura Mecânica;1054;Calibração pendente
170;102;17/02/2025;856;Arnold-Armstrong;25/04/2017;Urgências;Ventilação;3949;Manutenção efetuada
328;102;03/09/2024;886;Sims, Allen and Smith;14/07/2020;Oncologia;Ventilação;2331;Ala Norte
187;104;28/09/2024;2965;Gonzalez LLC;27/07/2019;Oncologia;Imagiologia;3330;Software v4.2
284;106;25/07/2020;182;Wallace, Wagner and Conrad;08/06/2015;Neurologia;Infusão;1433;Piso 1
141;107;07/08/2020;4458;Espinoza Group;08/09/2015;Pediatria;Desfibrilhação;3950;Manutenção efetuada
119;108;09/08/2023;2902;Flowers Inc;01/04/2020;Cardiologia;Sutura Mecânica;2418;Piso 1
170;101;29/09/2022;3572;Arnold-Armstrong;21/10/2016;Neurologia;Monitorização;3951;Software v4.2
385;106;13/12/2021;1683;Adkins Ltd;21/06/2014;Cuidados Intensivos;Infusão;3952;Equipamento Novo
409;107;05/11/2021;3479;Stein-Baker;06/10/2015;Urgências;Desfibrilhação;3953;Sala 302
385;107;22/05/2021;288;Adkins Ltd;27/07/2013;Ortopedia;Desfibrilhação;3954;Ala Norte
237;105;11/12/2020;1420;Chandler Group;22/12/2017;Pediatria;Esterilização;3892;Calibração pendente
157;105;13/01/2025;2890;Jackson-Williams;12/09/2022;Ortopedia;Esterilização;1441;Sala 302
70;102;09/01/2022;929;Long-Russell;15/11/2013;Urgências;Ventilação;2603;Manutenção efetuada
144;108;31/01/2020;4092;Booker Group;07/04/2013;Oncologia;Sutura Mecânica;2370;Sala 302
96;105;04/01/2020;4817;Taylor, Mills and Stanley;08/03/2010;Ginecologia;Esterilização;3955;Sala 302
387;107;22/10/2024;4145;Brown-Campbell;02/05/2016;Ortopedia;Desfibrilhação;2750;Manutenção efetuada
183;102;01/10/2025;1888;Lewis, Rosales and Barrett;20/11/2020;Cardiologia;Ventilação;2111;Sala 302
183;103;01/10/2025;1888;Lewis, Rosales and Barrett;09/12/2016;Urgências;Diagnóstico;1803;Ala Norte
348;104;09/12/2020;109;Jones Group;22/03/2017;Ginecologia;Imagiologia;3956;Calibração pendente
116;104;02/05/2021;1591;Jordan, Craig and Parker;10/10/2016;Pediatria;Imagiologia;1766;Uso Urgente
154;105;31/03/2023;3673;Curtis LLC;04/03/2018;Bloco Operatório;Esterilização;3957;Manutenção efetuada
215;104;25/05/2023;3067;Wright, Pratt and Rogers;07/03/2019;Ortopedia;Imagiologia;3806;Piso 1
345;108;12/05/2023;1902;West-Davis;24/08/2013;Radiologia;Sutura Mecânica;3770;Uso Urgente
249;107;27/12/2022;3188;Phillips Group;16/07/2020;Urgências;Desfibrilhação;3808;Ala Norte
249;101;27/12/2022;3188;Phillips Group;19/05/2016;Ortopedia;Monitorização;2830;Manutenção efetuada
241;106;18/09/2022;2464;Hogan PLC;10/09/2014;Ginecologia;Infusão;2499;Manutenção efetuada
50;103;17/01/2021;340;Gonzalez, Adams and Avery;27/03/2019;Bloco Operatório;Diagnóstico;3958;Manutenção efetuada
474;108;05/07/2020;706;Sims-Smith;01/02/2015;Oncologia;Sutura Mecânica;2653;Calibração pendente
35;106;14/02/2023;1921;Ramirez-Lynch;18/05/2014;Cuidados Intensivos;Infusão;1036;Sala 302
69;102;10/03/2024;3191;Kline, Alexander and Allen;22/09/2019;Cardiologia;Ventilação;3959;Ala Norte
130;104;04/01/2025;882;Wilson, Howe and Duran;11/04/2022;Ginecologia;Imagiologia;3128;Sala 302
345;103;09/12/2021;1612;West-Davis;08/04/2018;Bloco Operatório;Diagnóstico;3960;Piso 1
242;103;12/02/2026;4665;Harris, Mayo and Mcintyre;30/04/2020;Cuidados Intensivos;Diagnóstico;3599;Piso 1
262;104;06/06/2022;1787;Johnson, White and Reed;21/12/2017;Bloco Operatório;Imagiologia;1534;Calibração pendente
75;103;04/02/2020;2021;Wright-Martin;03/11/2011;Ortopedia;Diagnóstico;2512;Manutenção efetuada
322;103;01/02/2022;2563;Francis-Turner;27/05/2012;Ortopedia;Diagnóstico;2576;Sala 302
291;106;07/08/2023;4960;Howard-Ward;04/03/2018;Cardiologia;Infusão;2003;Uso Urgente
481;102;28/03/2021;3911;Flores, Cannon and Knight;06/06/2019;Oncologia;Ventilação;3961;Software v4.2
318;105;06/09/2020;3856;Dorsey, Riggs and Carrillo;28/12/2016;Urgências;Esterilização;3962;Manutenção efetuada
363;107;12/09/2022;2074;Cunningham and Sons;15/08/2018;Ginecologia;Desfibrilhação;3203;Ala Norte
143;101;12/01/2024;3739;Carey-Frazier;31/10/2020;Pediatria;Monitorização;3963;Manutenção efetuada
73;107;25/07/2023;845;Lee, Brown and Cox;20/10/2020;Cardiologia;Desfibrilhação;1970;Equipamento Novo
412;107;02/06/2023;1781;Thomas-Randall;18/04/2021;Pediatria;Desfibrilhação;1868;Software v4.2
73;108;29/10/2020;2692;Lee, Brown and Cox;10/04/2017;Urgências;Sutura Mecânica;3964;Calibração pendente
39;103;25/01/2023;1276;Mora, Rose and Daniels;24/09/2019;Ortopedia;Diagnóstico;1439;Piso 1
303;104;30/09/2023;2829;White LLC;19/12/2017;Ginecologia;Imagiologia;3965;Ala Norte
74;104;16/12/2023;996;Mcbride Ltd;02/07/2018;Urgências;Imagiologia;1878;Ala Norte
162;108;25/01/2022;3757;Huffman, Crawford and Roberts;28/08/2012;Ginecologia;Sutura Mecânica;3966;Piso 1
119;107;04/10/2022;4492;Flowers Inc;04/09/2018;Pediatria;Desfibrilhação;3673;Piso 1
267;102;02/12/2025;2955;Baker-Cunningham;03/09/2022;Neurologia;Ventilação;3967;Equipamento Novo
28;103;03/11/2020;4857;Esparza LLC;16/10/2012;Neurologia;Diagnóstico;3968;Uso Urgente
335;102;11/06/2021;4116;Johnson, Richardson and Conway;19/09/2016;Radiologia;Ventilação;2305;Equipamento Novo
54;101;16/04/2023;1699;Mcfarland, Norris and Wilson;08/12/2019;Ortopedia;Monitorização;3969;Ala Norte
208;102;22/03/2020;4971;Lawrence Inc;12/03/2017;Urgências;Ventilação;2315;Piso 1
96;102;25/10/2020;2302;Taylor, Mills and Stanley;14/06/2017;Cardiologia;Ventilação;1112;Equipamento Novo
82;105;18/08/2020;3229;Rodriguez-Willis;17/05/2018;Ortopedia;Esterilização;1675;Equipamento Novo
279;107;04/12/2020;1054;Vasquez PLC;17/02/2019;Cuidados Intensivos;Desfibrilhação;2176;Uso Urgente
344;104;05/11/2024;1783;Vazquez, Brock and Arroyo;11/11/2020;Ginecologia;Imagiologia;2948;Ala Norte
257;103;25/04/2024;1174;Williams LLC;26/04/2020;Cardiologia;Diagnóstico;2557;Sala 302
257;102;25/04/2024;1174;Williams LLC;17/08/2014;Pediatria;Ventilação;2434;Ala Norte
257;102;25/04/2024;1174;Williams LLC;09/11/2020;Bloco Operatório;Ventilação;1372;Piso 1
79;105;03/07/2021;3452;Jones PLC;21/04/2020;Cuidados Intensivos;Esterilização;1771;Equipamento Novo
454;108;31/01/2025;3568;Deleon PLC;19/01/2020;Cardiologia;Sutura Mecânica;3846;Piso 1
202;101;08/04/2023;1348;Clark, Smith and Martinez;19/02/2019;Bloco Operatório;Monitorização;1279;Equipamento Novo
34;104;04/12/2022;4669;Stokes, Phillips and Jones;18/01/2017;Radiologia;Imagiologia;3970;Manutenção efetuada
231;108;31/10/2024;2600;Schmidt Ltd;15/04/2016;Pediatria;Sutura Mecânica;1777;Uso Urgente
